comment,cleaned_comment,predicted_sentiment
Pilih yang terbaik dari yang Baik,yang baik dari yang,positive
"MAKINNN TER PASUKAN GEMOY DEHH, HAHAHA YG REMEHINNN PASUKAN GEMOY GAADA APA APANYAAA COBAA NEEH LIATT DAN DENGERR!!",makinnn ter pasu gemoy dehh hahaha yg remehinnn pasu gemoy gaada apa apanyaaa cobaa neeh liatt dan dengerr,positive
1 & 3 KAGET...KIRAIN GIBRAN CUPU...TERNYATA SUHU.....,kagetkirain gibran cuputernyata suhu,positive
"Tolong jangan terlalu nyambung ke pak Jokowi.
Karna pak Jokowi adalah bapak negara Indonesia...",jangan terlalu nyambung ke pak pak adalah bapak negara,positive
Mas gibran gass....,gibran gass,positive
"Di Indonesia buta huruf sudah tidak ada lagi namun buta terhadap fakta dan data akan pencapaian Indonesia didalam segala aspek, Masih sangat banyak orang buta,dan ini menjadi PR pemerintah kedepannya untuk menyelesaikan persoalan-persoalan itu. Dan ini menjadi sangat penting agar Indonesia yg terkenal ramah tamah dan rukun tetap terjaga sehingga menjadi identitas/aset penting yg tidak dimiliki oleh setiap bangsa lain di seluruh dunia.",buta huruf sudah tidak ada lagi namun buta hadap fakta dan data akan capai dalam segala aspek sangat banyak orang butadan ini jadi pr perintah depan untuk selesai persoalanpersoalan itu ini jadi sangat penting agar yg kenal ramah tamah dan rukun tetap jaga sehingga jadi identitasaset penting yg tidak milik oleh tiap bangsa lain di seluruh dunia,positive
No 2 makin mantab.. maju terus prabowo gibran.. 🫰,makin mantab maju terus prabowo gibran,positive
"Maklum masih bocil, jadi wajar klo etikanya ketinggalan dirumah",masih bocil jadi wajar klo etika tinggal rumah,positive
"Dipanggung forum debat.. cerdas, bernyali, unggul dan hebat.
Diluar panggung debat.. berakhlak, rendah hati dan amanah.
Masa depan Indonesia butuh sosok pemimpin muda seperti GIBRAN.",forum debat cerdas nyali unggul dan hebat panggung debat akhlak rendah hati dan amanah depan butuh sosok pimpin muda seperti gibran,positive
Kesel sama operator nya nyuruh tenang mulu wkwkwk,sama operator nya nyuruh tenang mulu wkwkwk,positive
Seru bgt liat debat kali ini. Semua pertanyaan bener² fokus untuk kemajuan bangsa. Gak ada yg nyerang pribadi. Semoga capres di next debat gini juga ya.,bgt liat debat kali ini tanya bener fokus untuk maju bangsa ada yg nyerang pribadi capres di next debat gin juga ya,positive
Orang waras pilih Paslon 2 demi Indonesia maju sejahtera,waras pilih demi maju sejahtera,positive
Sudah sejak thn 2000 sy buat,sejak thn sy buat,positive
Masya ALLAH tabarokallah....Mas Gibran  mantep anak muda  milenial   menjadikan  contoh anak2 muda  lainnya menjadi Indonesia emas,allah tabarokallah mantep anak muda milenial jadi contoh anak muda lain jadi emas,positive
Mantap nih.. semakin yakin untuk tidak pilih no 1 dan 3 😂,nih makin yakin untuk tidak pilih no dan,positive
"No 2 toleransi, ucapan salamnya komplit.... ❤ terimakasih mas Gibran.",toleransi ucap salam komplit terimakasih mas,positive
Gibran mantap sihh ini,mantap sihh ini,positive
Ini si bapak2 gk jwb sesuai  pertanyaan  dehh greget bertele2 kan kasian mas gibran nungguin jawaban nya 😅,si bapak gk jwb sesuai tanya dehh greget tele kan kasi mas gibran nungguin jawab nya,positive
Kedunungan Pulung Ratu.juga.Pulung.Pandhito.......jooosssss.untuk.Mas.GIBRAN..,jugajooosssssuntukgibran,positive
Siap.. Prabowo gibran 1 putaran😍,gibran putar,positive
"Demi untuk mengejar keterbelakangan Indonesia dalam pelaksanaan dan penanganan berbagai bidang,selama ini.Memang ada juga keberhasilan kemajuan ,kesejahtera bangsa /negara, namun hanya sedikit saja,dalam kurun waktu 78 tahun Indonesia telah merdeka.",untuk kejar belakang dalam laksana dan tangan bagai bidangselama ini ada juga hasil maju sejahtera bangsa negara namun hanya sedikit sajadalam kurun waktu tahun telah merdeka,positive
Melemparkan pertanyaan seperti cerdas cermat. Tdk ngerti caranya berdebat. Disikat pak Anies kapok klen 😂,tanya seperti cerdas cermat ngerti cara debat pak kapok klen,positive
Bkin lapangan kerja sendiri engga bisa ya' ko selalu mengundang mengandalkan investor  asing aseng,lapang kerja sendiri engga bisa ya ko selalu undang andal investor asing aseng,positive
Jgn remehkan anak muda mantab Gibran maju truss,remeh anak muda mantab maju truss,positive
"Ada yang katakan gibran meragukan,  tapi setelah ini saya ragu pada profesol",yang kata gibran ragu tapi telah ini saya ragu pada profesol,positive
12:23 kalu.saya.tetap.pilih.pk.prabowo.gibran,kalusayatetappilihpkprabowogibran,positive
"Pemimpin yang maju hebat itu tidak hanya mampu mengekplotasi warganya menjadi pekerja, tapi mampu membuat setiap warganya membuat pekerjaannya sendiri dan akhirnya membuat robot pembantu.",yang maju hebat itu tidak hanya mampu mengekplotasi warga jadi kerja tapi mampu buat tiap warga buat kerja sendiri dan akhir buat robot bantu,positive
"Ternyata anak muda seperti gibran jg punya kehebatan intelektual yg tdk bisa d ragukn lg, olh krn itu sy  berharaf kpd ank / mahasiswa moga bisa mengikuti jejak gibran , agr sgla ilmu yg d dpt d saat kuliah bs bermanfaat bg bangsa dan generasi k depan dn bkn jg jd objek demokrasi dlm pemilu. # kebangkitan ank muda masa depan.",anak muda seperti gibran jg punya hebat intelektual yg tdk bisa d ragukn lg olh krn itu sy berharaf kpd ank mahasiswa moga bisa ikut jejak gibran agr sgla ilmu yg d dpt d saat kuliah bs manfaat bg bangsa dan generasi k depan dn bkn jg jd objek demokrasi dlm milu bangkit ank muda masa depan,positive
"Sehat selalu, panjang umur, Rizkinya berkah berlimpah dan di Qobul semua hajat pak Haji Prabowo Subianto dan pak Gibran 🤲 Amin ya Alloh SWT ✌️😁 no debat karena saya bukan tim sukses atau petugas partai menang/kalah debat tetap saja jadi kuli tidak mendapatkan jabatan apapun 😅🙏",selalu panjang umur berkah limpah dan di semua hajat pak dan pak ya swt no debat karena saya bukan tim sukses atau tugas partai nangka debat tetap saja jadi kuli tidak dapat jabat apa,positive
AMIN TETAP TERBAIK 😊,amin tetap baik,positive
Semakin yaqin dengan pilihan amin 01. InsyaAllah membawa wasilah keberkahan menuju Indonesia jaya..,yaqin dengan pilih amin insyaallah bawa wasilah berkah tuju jaya,positive
01seluruh Ind Rakyat Ind ber,seluruh ber,positive
slepat slepet kepret 😂,slepat slepet kepret,positive
Wajah gibran pd banget anjirr😂,gibran pd banget anjirr,positive
Jelas AMIN selalu melekat di hati rakyat,amin selalu lekat di hati rakyat,positive
Jawaban nya cerdas lugas benar mas Gibran semoga sukses,nya cerdas lugas benar mas moga sukses,positive
"Tidak konsisten,, dulu ikut meresmikan sekarang dikasih hadiah menyatakan menolak,, tidak layak untuk dipilih sbg pemimpin...😢😢",konsisten dulu ikut resmi sekarang kasih hadiah nyata tolak tidak layak untuk pilih sbg pimpin,positive
liat debat di ruang narasi ngakak banget. interaksi nya seru tegang tapi santai juga. terimakasih sudah menghadirkan acara ini tim narasi dan mba najwa. keep up the good work!,liat debat di ruang narasi ngakak banget interaksi nya seru tegang tapi santai juga terimakasih sudah hadir acara ini tim narasi dan mba najwa keep up the good work,positive
Pupuk sulit disini pak katanya stok terbatas 😢,sulit sini pak kata stok batas,positive
"Mantap mas Gibran,, NTT siap mendukung Mu",mas ntt siap dukung,positive
Negara maju kalau pendidikan,maju kalau didik,positive
Tetap semangat pak Mahfud MD semua yang menentukan rakyat,semangat pak md semua yang tentu rakyat,positive
Pak Anis cerdas gak diragukan walau banyak badài menerpa Pak Anis tetap teguh karena apa yg dikerjakan semua sesuai aturan dan bertujuan buat semua umat tanpa pandang bulu,cerdas gak ragu walau banyak badi terpa tetap teguh karena apa yg kerja semua sesuai atur dan tuju buat semua umat tanpa pandang bulu,positive
Mas gibran lebih punya visi dan misi masa depan,gibran lebih punya visi dan misi masa depan,positive
Carilah pilot yang bisa menyelamatkan penumpangnyaa..pilih Anies Rasyid Baswedan Next Presiden RI❤,pilot yang bisa selamat penumpangnyaapilih ri,positive
Hadir dri bali mantap mas gibran 02 menang!!!,dri bal mantap mas gibran menang,positive
Mantap no 2 yes Prabowo Gibran ❤❤❤❤,no yes,positive
Takut si Gibran jadi wapres aaah... Karena emosional,si jadi wapres aaah emosional,positive
Pembahasan nikelnya bagus,nikel bagus,positive
"Wadol janji"" no 1 bohong. X.... Bos...5 m. Hbs pejabat yg di bwah",janji no bohong m jabat yg di bwah,positive
Dengan kerendahan hati pak gibran saya yakin mereka lah yang memimpin indonesia no 2 top ✌️✌️,rendah hati pak gibran saya yakin mereka lah yang pimpin indonesia no top,positive
"Debat ,, debat,,,
Rohingya urusin,,
Usir dari indonesia,,",debat urusin dari indonesia,positive
Wets rafi ahmad ikut politik jg nih,rafi ahmad ikut politik jg nih,positive
"Haha keliatan banget Najwa Shihab dukung Gibran,",liat banget dukung,positive
Kok mancet mancet ya,mancet mancet ya,positive
Gibran luar biasaaaaa,luar biasaaaaa,positive
Mas Gibran lbh unggul,lbh unggul,positive
Makin kesini makin tidak nyambung gibran di luar pertanyaan 2% doang terjawab  yg di berikan jawabanya 0 besar,kesini makin tidak nyambung gibran di luar tanya doang jawab yg di ikan jawabanya besar,positive
Tidak yakin visi dan misi apa yang disampaikan cawapres nomor 1,yakin visi dan misi apa yang sampai cawapres nomor,positive
Yg muda lbih cerdas dan tegas dalam berbicara,muda lbih cerdas dan tegas dalam bicara,positive
Makin yakin pilih Amin untuk jadi presiden 2024,yakin pilih untuk jadi presiden,positive
"Aku kok melihat ini bukan Gibran yang biasanya ya?
cepet banget timsesnya make over dia",kok lihat ini bukan yang biasa ya cepet banget timsesnya make over dia,positive
Pak ganjar pdhal aku pilih sampean loh pak bapak salah pilih wapres 😞,ganjar pdhal aku pilih sampean loh pak bapak salah pilih wapres,positive
Pemimpin yg hebat yaitu pemimpin yg tidak mebjelekkan dan menjegal pesaing dan musuh #amin,yg hebat yaitu pimpin yg tidak mebjelekkan dan jegal saing dan musuh amin,positive
"Cak Imin ngomong masalah Bansos ,kalau tidak diawasi dgn ketat akan jatuh kepada keluarga Rt ,tidak tepat sasaran shingga mereka akan membagi bagi keluarganya,yg lain ngajukan bukan dapat bantuan malah dapat kemarahan dari Rt atau kepala Desa",ngomong masalah kalau tidak awas dgn ketat akan jatuh kepada keluarga tidak tepat sasar shingga mereka akan bagi bagi keluarganyayg lain ngajukan bukan dapat bantu malah dapat marah dari atau kepala,positive
Paslon 3 ko OOT ..wong minta visi misi nya apa...yg disamoaikan lain wkwkwk,ko oot wong minta visi misi nya apayg disamoaikan lain wkwkwk,positive
"Hanya ada dua yg bisa dan layak untuk menjadi pemimpin yaitu antara bapak Prabowo Subianto atau bapak Ganjar Pranowo, karena mereka berdua sudah terbukti dlm mengemban tugasnya . Jika ingin melihat kehancuran NKRI maka anis lah pilih sbg pemimpin",ada dua yg bisa dan layak untuk jadi pimpin yaitu antara bapak atau bapak karena mereka dua sudah bukti dlm emban tugas ingin lihat hancur nkri maka anis lah pilih sbg pimpin,positive
Mantap aminn,aminn,positive
Itu janji janji kebanyakan janjinya terlupakan mang si di waktu debat janjinya setinggi lain tapi hanya 30 % bener,janji janji banyak janji lupa mang si di waktu debat janji setinggi lain tapi hanya bener,positive
"Terlihat mana yg menjunjung bhineka tunggal Ika dan yang mengandalkan politik identitas, jika Indonesia konsisten terhadap semboyan utama negara maka haruslah dipilih pemimpin yg menjunjung tinggi nilai2 kenegaraan yang sudah dibentuk dr pertama kali Indonesia terbentuk identitasnya",mana yg junjung bhineka tunggal dan yang andal politik identitas jika konsisten hadap semboyan utama negara maka harus pilih pimpin yg junjung tinggi nilai negara yang sudah bentuk dr pertama kali bentuk identitas,positive
Aku bukan siapa siapa nya Anies sama amin kenapa aku bangga yah pada kalian pilpres  2024 Paslon 01,bukan siapa siapa nya sama amin kenapa aku bangga yah pada kalian pilpres,positive
"Dikit dikit nylepet....dikit dikit nylepet ,kena wajah sendiri nanti min....",dikit nylepetdikit dikit nylepet kena wajah sendiri nanti min,positive
Mantap mas Gibran.. semua masyarakat terkejut.. saya yakin memilih Paslon 2 🙏,mas semua masyarakat kejut saya yakin pilih,positive
Gibran bravooooo💪🏻💪🏻💪🏻🫰🏻,bravooooo,positive
"Wah, saya awalnya khawatir dengan kemampuan Gibran tapi jujur debat ini mbuktiksb Gibran sangat mampu dan sangat berisi, konsisten dan gemilang. Ternyata orang muda itu keren. Justru cawapres no 1 terlihat sangat tidak konsekwen",saya awal khawatir dengan mampu tapi jujur debat ini mbuktiksb sangat mampu dan sangat isi konsisten dan gemilang orang muda itu keren cawapres no lihat sangat tidak konsekwen,positive
1 sama 3 kaya kerja kelompok wkwkwk,sama kaya kerja kelompok wkwkwk,positive
Zilvia Iskandar cantik,cantik,positive
Mas gibran malam ini luar biasa gata bicara nya elegan tidak ngawur santun anak muda yg pintar berkarya hidup no 2,gibran malam ini luar biasa gata bicara nya elegan tidak ngawur santun anak muda yg pintar karya hidup no,positive
Manusia banyak kekurangan dan tempatnya salah dan dosa...semoga bangsa ini lebih menghormati UU yg berlaku dan tidak mengobok obok demi suatu tujuan...hancurlah masa depan negeri ini dengan mempermainkan UU demi kepentingan tertentu...waktunya rakyat cerdas,banyak kurang dan tempat salah dan dosasemoga bangsa ini lebih hormat uu yg laku dan tidak kobok obok demi suatu tujuanhancurlah masa depan negeri ini dengan main uu demi penting tertentuwaktunya rakyat cerdas,positive
Jokowi... Akan selalu... Di dukung rakyat,selalu dukung rakyat,positive
Kami butuh Pemimpin yang Baik Pintar dan Cerdas untuk Perubahan Indonesia lebih Baik dan Maju lagi 🙏 AMIN (Anies Muhaimin),butuh yang dan untuk lebih dan lagi amin,positive
Smkin mantab Prabowo pilihanku,mantab pilih,positive
"Kedepannya kekmnapun pemimpinnya ,klw pemimpin buruk bearti masyarakat gtu juga,.buruknya,",kekmnapun pimpin klw pimpin buruk bearti masyarakat gtu jugaburuknya,positive
Tambah yakin prabowo-gibrang😌bismillah,yakin prabowogibrangbismillah,positive
"Gibran anake Firaun jd gk pny moral n etika, tenggelamkan 02...",anake jd gk pny moral n etika tenggelam,positive
"Tadinya cenderung pilih Anis,, Tpi hari ini Hati saya, saya mantapkan pilih Prabowo -Gibran..",cenderung pilih hari ini saya saya mantap pilih,positive
Omg pantesan Cak Imin lancar jaya bicaranya ehhh terbyata baca catetan 😂😂😂,pantesan lancar jaya bicara ehhh terbyata baca catetan,positive
Petani terus disebut dan slalu petani . sampai saat ini petani mengeluh masalah pupuk sudah berapa thn gak ada penyelesainnya,terus sebut dan slalu tani sampai saat ini tani keluh masalah pupuk sudah berapa thn gak ada penyelesainnya,positive
"Habis hujan ada pelangiiii...
PRABU MEMANG SELALU DIHATI❤",hujan ada pelangiiii prabu memang selalu hati,positive
"Calon President yang sangat tidak punya ETIKA berbicara dalam Pidato nya menyebut KAMU KAMU KAUM MUDA !!!
Miris nyaa pidato Anda dari awal sampai akhir debat tidak bebobot dan mencerminkan isi OTAK KAMU masih tipiss 😅

ANDA SOPAN KAMI SEGAN !!!",yang sangat tidak punya etika bicara dalam nya sebut kamu kamu kaum muda nyaa pidato dari awal sampai akhir debat tidak bebobot dan cermin isi otak kamu masih tipiss anda sopan kami segan,positive
Pokoknya aku liat urut satu ini kebanyakan makan gula berlebihan mangkanya manis terus kata katanya Sampek lupa pahitnya 😂😂😂p😎 Prabowo Gibran 😎✌️✌️✌️✌️✌️ jangan panggil anak kecil Paman 😂😂😊,aku liat urut satu ini banyak makan gula lebih mangkanya manis terus kata kata lupa pahit p jangan panggil anak kecil,positive
Mas Gibran mah gk ada tanding 🔥🔥 no 2 menang 1 putaran 🥰,mah gk ada tanding no menang putar,positive
"gokil gak ekspek kalo gibran lancar , gua kira bakal di cerca ama 2 cawapres , ternyata tidak . gokil gokil",gokil gak ekspek kalo gibran lancar gua kira bakal di cerca ama cawapres nyata tidak gokil gokil,positive
Satu putaran Prabowo jadian!!!,putar jadi,positive
Pak Anis hoi... wakilnya. gelarnya haji. dr. cakmin Iskandar..tambah lagi pk anis best of the best,hoi wakil gelar haji dr cakmin tambah lagi pk anis best of the best,positive
Hebat Gibran memang cerdas dan tangkas,memang cerdas dan tangkas,positive
Mantap 👍gibran dlm penyampaian visi misinya dpt dimengerti masyarakat awam,gibran dlm sampai visi misi dpt erti masyarakat awam,positive
Mas gibran mantap,gibran mantap,positive
"Kalo Gibran bisa mensejahterakan anak muda yg usia nya dibawah 35 th, saya yakin 10% Gibran akan menang",bisa sejahtera anak muda yg usia nya bawah th saya yakin akan menang,positive
Mas gibran dan pak mahfud keren visi misi ny..,gibran dan pak mahfud keren visi misi ny,positive
Mantap mas Gibran anak mudah yg cerdas..salm dari NTT,mas anak mudah yg cerdassalm dari ntt,positive
Siapa yg paling hebat berangan2..😂,yg paling hebat berangan,positive
👍👍👍👍👍 betul semua mahal 😂😂😂 uang 400_500gjda arti panteklah 😂😂😂🙏🙏🙏🙏🙏,betul semua mahal uang gjda arti pantek,positive
"menurutku untuk ijin, mulai 2022 ijin apapun sudah mulai mudah untuk didapatkan",turut untuk ijin mulai ijin apa sudah mulai mudah untuk dapat,positive
sangat mantap sekali bpk gibran_ semoga sehat selalu dan terwujud cita2nya membawa indonesia emas....🙏🙏🙏,sangat mantap sekali bpk gibran moga sehat selalu dan wujud cita bawa indonesia emas,positive
A+ untuk calon wakil presiden termuda,untuk calon wakil presiden muda,positive
Coba deh liat pendukung nya aja ga bisa di tegur tu 02.. ya yg di banggakan nya juga sama ga bisa ikutin aturan😂😂😂😂,deh liat dukung nya aja ga bisa di tegur tu ya yg di bangga nya juga sama ga bisa ikutin atur,positive
Dia tetap melanjutkan perjuangan bapaknye masih satu jurus..,tetap lanjut juang bapaknye masih satu jurus,positive
Saya bangga punya pemuda seperti mu bng Gibran bukan seperti pemuda BEM UGM yg asal bicara otak nolll,bangga punya pemuda seperti mu bng bukan seperti pemuda bem ugm yg asal bicara otak nolll,positive
bismilah ✌,bismilah,positive
YaaaaAlla berilah pemimpin yg mempunyai etika,yaaaaalla ilah pimpin yg punya etika,positive
Wes2222 kate debat ping kaping sing menang prabowo gibran.,wes kate debat ping kaping sing menang prabowo gibran,positive
Gayeng tenan lurr😂,tenan lurr,positive
"Siapapun Elit Politik & Siapapun Presidennya Paling Penting indonesia harus Bersatu saling menguatkan jangan sampai terjadi perpecahan, karena krisis Dunia yg mulai meng Globalisasi.
Nasib Ratusan Juta Masyarakat tergantung pada kalian para elite politik,
Ingat People Power Indonesia terus mengamati kinerja elite politik...",indonesia harus saling kuat jangan sampai jadi pecah karena krisis yg mulai meng gantung pada kalian para elite politik terus amat kerja elite politik,positive
jujur dan fer penampilan Gibran  bagus 👍,jujur dan fer tampil bagus,positive
Cak imin napa keren bgt woyy,imin napa keren bgt woyy,positive
"Saya sellalu mendukung cawapres pak prabowo,gibran lihatlah cara berpakaian saja beliau gak perlu mewah yg penting bukti Dan kinerjanya nanti bisa memajukan NKRI kita❤",sellalu dukung cawapres pak prabowogibran lihat cara pakai saja beliau gak perlu mewah yg penting bukti kerja nanti bisa maju nkri kita,positive
Mas gibran sangat bijak sana... Kami satu kepualuan di pelosok prabowo gibran ✌ siap akan kami dukung. Simoga kalian yg akan jadi pemimpin Indonesia ini kedepan. Amin,gibran sangat bijak sana satu kepualuan di pelosok prabowo gibran siap akan kami dukung kalian yg akan jadi pimpin ini depan,positive
Cwapres 01 ngibul,ngibul,positive
I love you pak gemoy ku 🥰🙏😘🥰 02 presiden ku 2024 salam dua ✌️♥️♥️♥️🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,love you pak gemoy ku presiden ku salam dua,positive
Ga ngaruh tetap no 1👍,ngaruh tetap no,positive
"Gibran pemuda bangsa yg cerdas karismanya memancar tak di ragukan lagi,,,No 2  yes,,,,yes.   yes ,",pemuda bangsa yg cerdas karisma pancar tak di ragu lagi yesyes yes,positive
Mau mengusahakan 5 milyar???kyknya byk bulsyitnya deh.,usaha milyarkyknya byk bulsyitnya deh,positive
Prabowo gibran tetap terbaik visi dan misi kerja nyata buat penerus pak jokowi josssss,gibran tetap baik visi dan misi kerja nyata buat terus pak jokowi josssss,positive
bocil kayak hafalan... 😂,bocil kayak hafal,positive
"dibahas ga pajak di bagikan uangnya untuk kesejhateraan rakyat seperti itunjangan ngagur tunjangan untuk orang bekerja, dan sosial lainnya atau untuk pembangunan aja , kalau untuk pembangunan aja berarti rakyat pengusaha yg sejahterea ya sudah pilih pemimpin yg tidak pandai bicara saja, sesuai dengan spek systerm kita",bahas ga pajak di bagi uang untuk kesejhateraan rakyat seperti itunjangan ngagur tunjang untuk orang kerja dan sosial lain atau untuk bangun aja kalau untuk bangun aja arti rakyat usaha yg sejahterea ya sudah pilih pimpin yg tidak pandai bicara saja sesuai dengan spek systerm kita,positive
"Rakyat kecil dikasih Nasi bungkus gratis, Sementara entar Investor Asing dikasih Kue yang enak enak, 
Pokonya Gigit Dua Jari,",kecil kasih bungkus gratis entar kasih yang enak enak,positive
Prabowo Gibran semoga💓🇮🇩,moga,positive
"Salut banget dengan Mas Gibran,,  sukses selalu Pak Prabowo & Mas Gibran 😍😍😍😍😍😍",banget dengan sukses selalu,positive
Mntp Gibran Prabowo .. semoga tuhan bersama bapak Prabowo Gibran..amin,moga tuhan sama bapak amin,positive
PK Prabowo memang selalu jd capres yg hebat,pk memang selalu jd capres yg hebat,positive
"Tidak ada keraguan, saat nya yang muda untuk terbang. (2)",ada ragu saat nya yang muda untuk terbang,positive
"Hebat mas gibran cerdas ,dan masih tetap menghormati yg lbh tua, dan cepet lari  membantu anggota kpu yg jatuh di akhir debat, sifat tolong menolong nya yg thebest.❤❤ love 02",mas gibran cerdas dan masih tetap hormat yg lbh tua dan cepet lari bantu anggota kpu yg jatuh di akhir debat sifat tolong tolong nya yg thebest love,positive
mahfudz mantab gibran mantab.... Mereka cawapres yg cerdas.. Kalo cak imin mah dari sini kita semua tau ya seberapa kualitasnya 🤣🤣🤣🤣 bikin malu NU...!!,mahfudz mantab gibran mantab cawapres yg cerdas cak imin mah dari sini kita semua tau ya berapa kualitas bikin malu nu,positive
Janji manis,manis,positive
Lihat dari komennya banyak yg kagum sma mas gibran.psti prabowo gibran menang 1 putaran.❤,dari komennya banyak yg kagum sma mas gibranpsti prabowo gibran menang putar,positive
"Semua nya kita harus memilih yg terbaik  dari yg baik,di tangan anda & kita yang akan menulis sejarah baru  di negeri ini,kita dan rakyat sudah pintar dan punya akal pikir untuk memilih yang terbaik,mari kita perbaiki Negera ini dan mari kita perbaiki sejarah negara ini,buka mata,buka telinga dan buka hati lihat bagaimana Indonesia ini sekarang,KEKUASAN PENUH ADA DI TANGAN RAKYAT,JADI JANGAN RAGU PILIH LAH YANG TERBAIK",nya kita harus pilih yg baik dari yg baikdi tangan anda kita yang akan tulis sejarah baru di negeri inikita dan rakyat sudah pintar dan punya akal pikir untuk pilih yang terbaikmari kita baik ini dan mari kita baik sejarah negara inibuka matabuka telinga dan buka hati lihat bagaimana ini sekarangkekuasan penuh ada di tangan rakyatjadi jangan ragu pilih lah yang baik,positive
"kita dicekokin omongan bahwa kita akan memilih PUTRA TERBAIK BANGSA, tetapi yang dipenuhi oleh pra calon hanya: SYARAT MINIMUM. Gimana bisa disebut putra terbaik????",kita dicekokin omong bahwa kita akan pilih putra baik bangsa tetapi yang penuh oleh pra calon hanya syarat minimum bisa sebut putra baik,positive
AWALNYA SAYA KIRA MAS GIBRAN TIDAK BISA APA APA KARNA SAYA MENUTUP MATA TERHADAPNYA DAN AKAN TIDAK TAUAN SAYA TERHADAPNYA TETAPI SETELAH LIAT INI MAKIN TERBUKA PILIHAN SAYA UNTUK PAK PRABOWO DAN MAS GIBRAN.. SEMOGA ALLLAH MELANCARKAN NIAT BAIK UNTUK INDONESIA MAJU LEBIH BAIK.. TERIMAKASIH KARNA SUDAH MEMANTAPKAN PILIHAN SAYA YANG TADINYA BIMBANG,awal saya kira mas gibran tidak bisa apa apa karna saya tutup mata hadap dan akan tidak tau saya hadap tetapi telah liat ini makin buka pilih saya untuk pak prabowo dan mas gibran moga alllah lancar niat baik untuk indonesia maju lebih baik terimakasih karna sudah mantap pilih saya yang tadi bimbang,positive
"Vidio giliran gibran lancar, giliran yg lain macet... Apakah pas siaran langsung sama",gilir gibran lancar gilir yg lain macet pas siar langsung sama,positive
All in pak gemoy,in pak gemoy,positive
"Viral katanya ada suara aneh seperti instruksi ""udah"" di 1:10:10 detik. 
Aku putar ulang ternyata benar ada suara itu.
Apakah kecurigaan aku benar??
Koq jadi horor pas aku nton ulang yaa. 
😂😂😂😂",kata ada suara aneh seperti instruksi udah di detik putar ulang nyata benar ada suara itu curiga aku benar jadi horor pas aku nton ulang yaa,positive
"02 Top ❤
Dari Papua hadir..
# merauke..♥️♥️",hadir merauke,positive
Benar2 Gibran membuktikan tema debat kalo dia bisa menguasai lawan2 nya,benar bukti tema debat kalo dia bisa kuasa lawan nya,positive
mahmud  kecerdasan dan ketegasan.keren,mahmud cerdas dan ketegasankeren,positive
Saya pilih Nabi Muhamad SAW..karena di akherat nnti dapat safaat dari beliu,pilih sawkarena di akherat nnti dapat safaat dari beliu,positive
Yang muda kurang ilmu tdk pantas Jd cawapres.,muda kurang ilmu tdk pantas cawapres,positive
Gibran fiks,fiks,positive
"Bapaknya Banget..,, terhura.. 😭awal nya takut, ditinggal pak Jokowi, ternyata dia berikan hadiah anak sulung Nya,😭 irit bicara, cerdas akal budinya.. Pak Jokowi presidenku.. terimakasih krn telah mendidik generasi.. kamu persembahan Putra mu untuk Indonesia.. semoga Allah meridhoi.. menjaga negeri kita tercinta",terhura awal nya takut tinggal pak nyata dia ikan hadiah anak sulung irit bicara cerdas akal budi presiden terimakasih krn telah didik generasi kamu sembah mu untuk moga meridhoi jaga negeri kita cinta,positive
"SY BISA MEMBAYANGKAN PAK JOKOWI DGN IBU IRIANA MENONTON DEBAT INI,MEREKA PASTI SANGAT BANGGA DGN ANAKNYA MAS GIBRAN,MEREKA PASTI GAK MENYANGKA SEHEBAT ITU MEREKA PUNYA ANAK",sy bisa bayang pak jokowi dgn ibu iriana tonton debat inimereka pasti sangat bangga dgn anak mas gibranmereka pasti gak sangka hebat itu mereka punya anak,positive
Perubahan.. BUKAN TIDAK SETUJUH.. TAPI MERUBAH YANG KURANG BAIK MENJADI LEBIH BAIK.. NDA MENGERTI INI GIBRAN,bukan tidak tujuh tapi rubah yang kurang baik jadi lebih baik nda erti ini gibran,positive
Pemuda yanggg pernahh mondokkk psti pahammm btull makna darii slepett drii pak cik muhamin,yanggg pernahh mondokkk psti pahammm btull makna dari slepett drii pak cik muhamin,positive
